station_id,water_year,year,month,day,date,daily_rain,code,station
200,1953,1952,12,30,1952-12-30,0.89,E311,UCSB
200,1953,1953,1,6,1953-1-6,0.26,E311,UCSB
200,1953,1953,1,7,1953-1-7,0.18,E311,UCSB
200,1953,1953,1,8,1953-1-8,0.27,E311,UCSB
200,1953,1953,1,13,1953-1-13,1.03,E311,UCSB
200,1953,1953,1,14,1953-1-14,0.01,E311,UCSB
200,1953,1953,3,10,1953-3-10,0.17,E311,UCSB
200,1953,1953,3,19,1953-3-19,0.43,E311,UCSB
200,1953,1953,4,19,1953-4-19,0.29,E311,UCSB
200,1953,1953,4,20,1953-4-20,0.03,E311,UCSB
200,1953,1953,4,21,1953-4-21,0.01,E311,UCSB
200,1953,1953,4,26,1953-4-26,0.02,E311,UCSB
200,1953,1953,4,27,1953-4-27,0.8,E311,UCSB
200,1953,1953,5,27,1953-5-27,0.03,E311,UCSB
200,1953,1953,6,17,1953-6-17,0.04,E311,UCSB
200,1954,1953,11,4,1953-11-4,0.02,E311,UCSB
200,1954,1953,11,5,1953-11-5,0.17,E311,UCSB
200,1954,1953,11,10,1953-11-10,0.03,E311,UCSB
200,1954,1953,11,13,1953-11-13,0.02,E311,UCSB
200,1954,1953,11,14,1953-11-14,2.17,E311,UCSB
200,1954,1953,11,20,1953-11-20,0.01,E311,UCSB
200,1954,1953,12,4,1953-12-4,0.03,E311,UCSB
200,1954,1954,1,11,1954-1-11,0.19,E311,UCSB
200,1954,1954,1,12,1954-1-12,0.78,E311,UCSB
200,1954,1954,1,17,1954-1-17,0.33,E311,UCSB
200,1954,1954,1,18,1954-1-18,0.53,E311,UCSB
200,1954,1954,1,19,1954-1-19,1.54,E311,UCSB
200,1954,1954,1,20,1954-1-20,0.03,E311,UCSB
200,1954,1954,1,23,1954-1-23,0.18,E311,UCSB
200,1954,1954,1,24,1954-1-24,1.25,E311,UCSB
200,1954,1954,1,25,1954-1-25,0.1,E311,UCSB
200,1954,1954,2,12,1954-2-12,0.02,E311,UCSB
200,1954,1954,2,13,1954-2-13,1.79,E311,UCSB
200,1954,1954,2,14,1954-2-14,0.22,E311,UCSB
200,1954,1954,2,17,1954-2-17,0.25,E311,UCSB
200,1954,1954,3,9,1954-3-9,0.03,E311,UCSB
200,1954,1954,3,16,1954-3-16,0.82,E311,UCSB
200,1954,1954,3,17,1954-3-17,0.23,E311,UCSB
200,1954,1954,3,19,1954-3-19,1.36,E311,UCSB
200,1954,1954,3,20,1954-3-20,0.12,E311,UCSB
200,1954,1954,3,24,1954-3-24,0.15,E311,UCSB
200,1954,1954,3,25,1954-3-25,0.02,E311,UCSB
200,1954,1954,3,29,1954-3-29,1.06,E311,UCSB
200,1954,1954,3,30,1954-3-30,0.27,E311,UCSB
200,1954,1954,4,19,1954-4-19,0.01,E311,UCSB
200,1954,1954,4,23,1954-4-23,0.02,E311,UCSB
200,1954,1954,4,27,1954-4-27,0.36,E311,UCSB
200,1954,1954,5,8,1954-5-8,0.01,E311,UCSB
200,1954,1954,5,9,1954-5-9,0.02,E311,UCSB
200,1954,1954,5,15,1954-5-15,0.01,E311,UCSB
200,1954,1954,6,3,1954-6-3,0.01,E311,UCSB
200,1954,1954,8,24,1954-8-24,0.01,E311,UCSB
200,1955,1954,11,10,1954-11-10,0.21,E311,UCSB
200,1955,1954,11,11,1954-11-11,0.6,E311,UCSB
200,1955,1954,11,15,1954-11-15,0.8,E311,UCSB
200,1955,1954,12,3,1954-12-3,1.79,E311,UCSB
200,1955,1954,12,4,1954-12-4,0.15,E311,UCSB
200,1955,1954,12,9,1954-12-9,1.11,E311,UCSB
200,1955,1955,1,1,1955-1-1,0.76,E311,UCSB
200,1955,1955,1,3,1955-1-3,0.02,E311,UCSB
200,1955,1955,1,5,1955-1-5,0.02,E311,UCSB
200,1955,1955,1,6,1955-1-6,0.01,E311,UCSB
200,1955,1955,1,9,1955-1-9,0.72,E311,UCSB
200,1955,1955,1,10,1955-1-10,0.18,E311,UCSB
200,1955,1955,1,15,1955-1-15,0.07,E311,UCSB
200,1955,1955,1,16,1955-1-16,0.48,E311,UCSB
200,1955,1955,1,18,1955-1-18,1.5,E311,UCSB
200,1955,1955,1,30,1955-1-30,0.6,E311,UCSB
200,1955,1955,1,31,1955-1-31,0.01,E311,UCSB
200,1955,1955,2,16,1955-2-16,1.44,E311,UCSB
200,1955,1955,2,17,1955-2-17,0.1,E311,UCSB
200,1955,1955,2,25,1955-2-25,0.04,E311,UCSB
200,1955,1955,2,26,1955-2-26,0.08,E311,UCSB
200,1955,1955,2,27,1955-2-27,0.85,E311,UCSB
200,1955,1955,3,10,1955-3-10,0.14,E311,UCSB
200,1955,1955,3,11,1955-3-11,0.65,E311,UCSB
200,1955,1955,4,4,1955-4-4,0.02,E311,UCSB
200,1955,1955,4,21,1955-4-21,1.43,E311,UCSB
200,1955,1955,4,22,1955-4-22,0.01,E311,UCSB
200,1955,1955,4,25,1955-4-25,0.11,E311,UCSB
200,1955,1955,4,26,1955-4-26,0.03,E311,UCSB
200,1955,1955,4,29,1955-4-29,0.26,E311,UCSB
200,1955,1955,4,30,1955-4-30,1.4,E311,UCSB
200,1955,1955,5,6,1955-5-6,0.21,E311,UCSB
200,1955,1955,5,7,1955-5-7,0.01,E311,UCSB
200,1955,1955,5,12,1955-5-12,0.01,E311,UCSB
200,1955,1955,5,30,1955-5-30,0.01,E311,UCSB
200,1955,1955,6,14,1955-6-14,0.01,E311,UCSB
200,1956,1955,11,13,1955-11-13,0.81,E311,UCSB
200,1956,1955,11,14,1955-11-14,0.15,E311,UCSB
200,1956,1955,11,16,1955-11-16,0.18,E311,UCSB
200,1956,1955,11,17,1955-11-17,0.06,E311,UCSB
200,1956,1955,11,21,1955-11-21,0.16,E311,UCSB
200,1956,1955,12,1,1955-12-1,0.25,E311,UCSB
200,1956,1955,12,3,1955-12-3,0.14,E311,UCSB
200,1956,1955,12,4,1955-12-4,0.27,E311,UCSB
200,1956,1955,12,6,1955-12-6,0.07,E311,UCSB
200,1956,1955,12,22,1955-12-22,0.06,E311,UCSB
200,1956,1955,12,23,1955-12-23,0.59,E311,UCSB
200,1956,1955,12,24,1955-12-24,2.17,E311,UCSB
200,1956,1955,12,25,1955-12-25,1.05,E311,UCSB
200,1956,1955,12,26,1955-12-26,0.9,E311,UCSB
200,1956,1955,12,30,1955-12-30,0.21,E311,UCSB
200,1956,1955,12,31,1955-12-31,0.15,E311,UCSB
200,1956,1956,1,22,1956-1-22,0.04,E311,UCSB
200,1956,1956,1,23,1956-1-23,0.02,E311,UCSB
200,1956,1956,1,25,1956-1-25,3.61,E311,UCSB
200,1956,1956,1,26,1956-1-26,2.6,E311,UCSB
200,1956,1956,1,30,1956-1-30,0.36,E311,UCSB
200,1956,1956,1,31,1956-1-31,0.05,E311,UCSB
200,1956,1956,2,22,1956-2-22,0.29,E311,UCSB
200,1956,1956,2,23,1956-2-23,0.7,E311,UCSB
200,1956,1956,2,24,1956-2-24,0.06,E311,UCSB
200,1956,1956,4,1,1956-4-1,0.13,E311,UCSB
200,1956,1956,4,10,1956-4-10,0.03,E311,UCSB
200,1956,1956,4,11,1956-4-11,0.96,E311,UCSB
200,1956,1956,4,12,1956-4-12,0.14,E311,UCSB
200,1956,1956,4,13,1956-4-13,0.2,E311,UCSB
200,1956,1956,4,25,1956-4-25,0.29,E311,UCSB
200,1956,1956,4,26,1956-4-26,0.16,E311,UCSB
200,1956,1956,5,4,1956-5-4,0.01,E311,UCSB
200,1956,1956,5,8,1956-5-8,0.41,E311,UCSB
200,1956,1956,5,9,1956-5-9,0.52,E311,UCSB
200,1956,1956,5,17,1956-5-17,0.04,E311,UCSB
200,1957,1956,10,4,1956-10-4,0.07,E311,UCSB
200,1957,1956,12,5,1956-12-5,0.08,E311,UCSB
200,1957,1957,1,4,1957-1-4,0.1,E311,UCSB
200,1957,1957,1,5,1957-1-5,0.23,E311,UCSB
200,1957,1957,1,7,1957-1-7,0.13,E311,UCSB
200,1957,1957,1,12,1957-1-12,2.29,E311,UCSB
200,1957,1957,1,13,1957-1-13,0.16,E311,UCSB
200,1957,1957,1,20,1957-1-20,0.45,E311,UCSB
200,1957,1957,1,23,1957-1-23,0.39,E311,UCSB
200,1957,1957,1,24,1957-1-24,0.1,E311,UCSB
200,1957,1957,1,25,1957-1-25,0.78,E311,UCSB
200,1957,1957,1,26,1957-1-26,0.03,E311,UCSB
200,1957,1957,1,27,1957-1-27,0.16,E311,UCSB
200,1957,1957,1,28,1957-1-28,0.04,E311,UCSB
200,1957,1957,1,29,1957-1-29,0.26,E311,UCSB
200,1957,1957,2,7,1957-2-7,0.04,E311,UCSB
200,1957,1957,2,8,1957-2-8,0.53,E311,UCSB
200,1957,1957,2,16,1957-2-16,0.02,E311,UCSB
200,1957,1957,2,22,1957-2-22,0.41,E311,UCSB
200,1957,1957,2,23,1957-2-23,0.77,E311,UCSB
200,1957,1957,2,28,1957-2-28,1.14,E311,UCSB
200,1957,1957,3,8,1957-3-8,0.01,E311,UCSB
200,1957,1957,3,9,1957-3-9,0.21,E311,UCSB
200,1957,1957,3,15,1957-3-15,0.08,E311,UCSB
200,1957,1957,3,18,1957-3-18,0.05,E311,UCSB
200,1957,1957,3,19,1957-3-19,0.04,E311,UCSB
200,1957,1957,4,17,1957-4-17,1.1,E311,UCSB
200,1957,1957,4,18,1957-4-18,0.35,E311,UCSB
200,1957,1957,4,20,1957-4-20,0.51,E311,UCSB
200,1957,1957,4,21,1957-4-21,0.15,E311,UCSB
200,1957,1957,5,8,1957-5-8,0.14,E311,UCSB
200,1957,1957,5,18,1957-5-18,0.92,E311,UCSB
200,1957,1957,5,20,1957-5-20,0.02,E311,UCSB
200,1957,1957,6,9,1957-6-9,0.01,E311,UCSB
200,1958,1957,10,10,1957-10-10,0.1,E311,UCSB
200,1958,1957,10,11,1957-10-11,0.04,E311,UCSB
200,1958,1957,10,13,1957-10-13,0.62,E311,UCSB
200,1958,1957,10,20,1957-10-20,0.04,E311,UCSB
200,1958,1957,10,31,1957-10-31,0.04,E311,UCSB
200,1958,1957,11,2,1957-11-2,0.25,E311,UCSB
200,1958,1957,12,4,1957-12-4,0.37,E311,UCSB
200,1958,1957,12,5,1957-12-5,1.26,E311,UCSB
200,1958,1957,12,15,1957-12-15,0.95,E311,UCSB
200,1958,1957,12,16,1957-12-16,1.18,E311,UCSB
200,1958,1957,12,18,1957-12-18,0.05,E311,UCSB
200,1958,1958,1,10,1958-1-10,0.3,E311,UCSB
200,1958,1958,1,24,1958-1-24,0.29,E311,UCSB
200,1958,1958,1,25,1958-1-25,1.98,E311,UCSB
200,1958,1958,1,26,1958-1-26,0.5,E311,UCSB
200,1958,1958,1,30,1958-1-30,0.14,E311,UCSB
200,1958,1958,2,2,1958-2-2,0.45,E311,UCSB
200,1958,1958,2,3,1958-2-3,1.07,E311,UCSB
200,1958,1958,2,4,1958-2-4,0.39,E311,UCSB
200,1958,1958,2,7,1958-2-7,0.13,E311,UCSB
200,1958,1958,2,8,1958-2-8,0.11,E311,UCSB
200,1958,1958,2,12,1958-2-12,0.27,E311,UCSB
200,1958,1958,2,18,1958-2-18,0.38,E311,UCSB
200,1958,1958,2,19,1958-2-19,1.92,E311,UCSB
200,1958,1958,2,24,1958-2-24,1.57,E311,UCSB
200,1958,1958,2,25,1958-2-25,1.08,E311,UCSB
200,1958,1958,3,6,1958-3-6,0.07,E311,UCSB
200,1958,1958,3,10,1958-3-10,0.28,E311,UCSB
200,1958,1958,3,11,1958-3-11,0.15,E311,UCSB
200,1958,1958,3,12,1958-3-12,0.09,E311,UCSB
200,1958,1958,3,13,1958-3-13,0.19,E311,UCSB
200,1958,1958,3,14,1958-3-14,0.35,E311,UCSB
200,1958,1958,3,15,1958-3-15,1.66,E311,UCSB
200,1958,1958,3,16,1958-3-16,0.08,E311,UCSB
200,1958,1958,3,17,1958-3-17,0.07,E311,UCSB
200,1958,1958,3,20,1958-3-20,0.71,E311,UCSB
200,1958,1958,3,21,1958-3-21,0.44,E311,UCSB
200,1958,1958,3,27,1958-3-27,1.08,E311,UCSB
200,1958,1958,3,30,1958-3-30,0.28,E311,UCSB
200,1958,1958,3,31,1958-3-31,0.56,E311,UCSB
200,1958,1958,4,1,1958-4-1,1.12,E311,UCSB
200,1958,1958,4,2,1958-4-2,0.39,E311,UCSB
200,1958,1958,4,3,1958-4-3,0.8,E311,UCSB
200,1958,1958,4,4,1958-4-4,0.1,E311,UCSB
200,1958,1958,4,6,1958-4-6,1.48,E311,UCSB
200,1958,1958,4,7,1958-4-7,0.31,E311,UCSB
200,1958,1958,5,11,1958-5-11,0.06,E311,UCSB
200,1958,1958,5,22,1958-5-22,0.41,E311,UCSB
200,1959,1958,9,7,1958-9-7,0.48,E311,UCSB
200,1959,1958,9,23,1958-9-23,0.06,E311,UCSB
200,1959,1958,11,10,1958-11-10,0.01,E311,UCSB
200,1959,1958,11,15,1958-11-15,0.02,E311,UCSB
200,1959,1958,12,27,1958-12-27,0.09,E311,UCSB
200,1959,1959,1,5,1959-1-5,1.1,E311,UCSB
200,1959,1959,1,6,1959-1-6,0.39,E311,UCSB
200,1959,1959,1,12,1959-1-12,0.16,E311,UCSB
200,1959,1959,1,13,1959-1-13,0.01,E311,UCSB
200,1959,1959,2,7,1959-2-7,0.43,E311,UCSB
200,1959,1959,2,8,1959-2-8,0.04,E311,UCSB
200,1959,1959,2,10,1959-2-10,0.91,E311,UCSB
200,1959,1959,2,11,1959-2-11,0.53,E311,UCSB
200,1959,1959,2,12,1959-2-12,0.06,E311,UCSB
200,1959,1959,2,15,1959-2-15,0.32,E311,UCSB
200,1959,1959,2,16,1959-2-16,0.76,E311,UCSB
200,1959,1959,2,17,1959-2-17,0.04,E311,UCSB
200,1959,1959,2,18,1959-2-18,0.05,E311,UCSB
200,1959,1959,2,20,1959-2-20,0.01,E311,UCSB
200,1959,1959,2,21,1959-2-21,1.22,E311,UCSB
200,1959,1959,4,13,1959-4-13,0.01,E311,UCSB
200,1959,1959,4,25,1959-4-25,0.74,E311,UCSB
200,1959,1959,4,26,1959-4-26,0.01,E311,UCSB
200,1960,1959,9,18,1959-9-18,0.02,E311,UCSB
200,1960,1959,12,20,1959-12-20,0.24,E311,UCSB
200,1960,1959,12,21,1959-12-21,0.19,E311,UCSB
200,1960,1959,12,22,1959-12-22,0.01,E311,UCSB
200,1960,1959,12,23,1959-12-23,0.98,E311,UCSB
200,1960,1960,1,9,1960-1-9,0.72,E311,UCSB
200,1960,1960,1,10,1960-1-10,1.1,E311,UCSB
200,1960,1960,1,11,1960-1-11,0.62,E311,UCSB
200,1960,1960,1,14,1960-1-14,0.55,E311,UCSB
200,1960,1960,1,20,1960-1-20,0.28,E311,UCSB
200,1960,1960,1,21,1960-1-21,0.31,E311,UCSB
200,1960,1960,1,23,1960-1-23,0.18,E311,UCSB
200,1960,1960,1,24,1960-1-24,0.22,E311,UCSB
200,1960,1960,2,1,1960-2-1,2.02,E311,UCSB
200,1960,1960,2,3,1960-2-3,0.11,E311,UCSB
200,1960,1960,2,7,1960-2-7,0.02,E311,UCSB
200,1960,1960,2,8,1960-2-8,0.27,E311,UCSB
200,1960,1960,2,9,1960-2-9,0.03,E311,UCSB
200,1960,1960,2,10,1960-2-10,0.29,E311,UCSB
200,1960,1960,2,18,1960-2-18,0.01,E311,UCSB
200,1960,1960,2,28,1960-2-28,0.59,E311,UCSB
200,1960,1960,2,29,1960-2-29,0.33,E311,UCSB
200,1960,1960,3,1,1960-3-1,0.01,E311,UCSB
200,1960,1960,3,27,1960-3-27,0.38,E311,UCSB
200,1960,1960,3,28,1960-3-28,0.04,E311,UCSB
200,1960,1960,4,23,1960-4-23,0.03,E311,UCSB
200,1960,1960,4,26,1960-4-26,1.7,E311,UCSB
200,1960,1960,4,27,1960-4-27,0.48,E311,UCSB
200,1961,1960,10,6,1960-10-6,0.33,E311,UCSB
200,1961,1960,11,3,1960-11-3,0.33,E311,UCSB
200,1961,1960,11,4,1960-11-4,0.82,E311,UCSB
200,1961,1960,11,5,1960-11-5,1.86,E311,UCSB
200,1961,1960,11,6,1960-11-6,0.45,E311,UCSB
200,1961,1960,11,12,1960-11-12,0.65,E311,UCSB
200,1961,1960,11,13,1960-11-13,0.04,E311,UCSB
200,1961,1960,11,14,1960-11-14,0.03,E311,UCSB
200,1961,1960,11,26,1960-11-26,0.9,E311,UCSB
200,1961,1960,12,1,1960-12-1,0.35,E311,UCSB
200,1961,1960,12,10,1960-12-10,0.02,E311,UCSB
200,1961,1961,1,25,1961-1-25,0.52,E311,UCSB
200,1961,1961,1,26,1961-1-26,0.7,E311,UCSB
200,1961,1961,1,31,1961-1-31,0.01,E311,UCSB
200,1961,1961,2,11,1961-2-11,0.02,E311,UCSB
200,1961,1961,3,15,1961-3-15,0.79,E311,UCSB
200,1961,1961,3,17,1961-3-17,0.05,E311,UCSB
200,1961,1961,3,24,1961-3-24,0.03,E311,UCSB
200,1961,1961,4,22,1961-4-22,0.05,E311,UCSB
200,1962,1961,9,16,1961-9-16,0.08,E311,UCSB
200,1962,1961,11,20,1961-11-20,1.42,E311,UCSB
200,1962,1961,11,25,1961-11-25,0.66,E311,UCSB
200,1962,1961,11,26,1961-11-26,0.03,E311,UCSB
200,1962,1961,11,29,1961-11-29,0.2,E311,UCSB
200,1962,1961,12,1,1961-12-1,0.33,E311,UCSB
200,1962,1961,12,2,1961-12-2,0.64,E311,UCSB
200,1962,1961,12,14,1961-12-14,0.08,E311,UCSB
200,1962,1962,1,12,1962-1-12,0.09,E311,UCSB
200,1962,1962,1,20,1962-1-20,1.86,E311,UCSB
200,1962,1962,1,21,1962-1-21,0.27,E311,UCSB
200,1962,1962,1,22,1962-1-22,0.24,E311,UCSB
200,1962,1962,2,7,1962-2-7,1.68,E311,UCSB
200,1962,1962,2,8,1962-2-8,2.35,E311,UCSB
200,1962,1962,2,9,1962-2-9,1.97,E311,UCSB
200,1962,1962,2,10,1962-2-10,1.89,E311,UCSB
200,1962,1962,2,11,1962-2-11,1.3,E311,UCSB
200,1962,1962,2,13,1962-2-13,0.09,E311,UCSB
200,1962,1962,2,14,1962-2-14,0.37,E311,UCSB
200,1962,1962,2,15,1962-2-15,0.69,E311,UCSB
200,1962,1962,2,16,1962-2-16,0.27,E311,UCSB
200,1962,1962,2,18,1962-2-18,1.67,E311,UCSB
200,1962,1962,2,19,1962-2-19,0.89,E311,UCSB
200,1962,1962,2,20,1962-2-20,0.54,E311,UCSB
200,1962,1962,2,21,1962-2-21,0.03,E311,UCSB
200,1962,1962,2,24,1962-2-24,0.08,E311,UCSB
200,1962,1962,3,5,1962-3-5,0.33,E311,UCSB
200,1962,1962,3,6,1962-3-6,0.29,E311,UCSB
200,1962,1962,3,7,1962-3-7,0.02,E311,UCSB
200,1962,1962,3,20,1962-3-20,0.14,E311,UCSB
200,1962,1962,3,22,1962-3-22,0.58,E311,UCSB
200,1962,1962,3,28,1962-3-28,0.01,E311,UCSB
200,1962,1962,5,14,1962-5-14,0.04,E311,UCSB
200,1962,1962,7,17,1962-7-17,0.02,E311,UCSB
200,1962,1962,7,18,1962-7-18,0.01,E311,UCSB
200,1963,1962,10,14,1962-10-14,0.48,E311,UCSB
200,1963,1962,12,15,1962-12-15,0.02,E311,UCSB
200,1963,1962,12,16,1962-12-16,0.04,E311,UCSB
200,1963,1963,1,29,1963-1-29,0.16,E311,UCSB
200,1963,1963,1,30,1963-1-30,0.54,E311,UCSB
200,1963,1963,1,31,1963-1-31,1.54,E311,UCSB
200,1963,1963,2,1,1963-2-1,0.17,E311,UCSB
200,1963,1963,2,2,1963-2-2,0.01,E311,UCSB
200,1963,1963,2,9,1963-2-9,2.91,E311,UCSB
200,1963,1963,2,10,1963-2-10,1.75,E311,UCSB
200,1963,1963,2,12,1963-2-12,0.15,E311,UCSB
200,1963,1963,2,13,1963-2-13,0.07,E311,UCSB
200,1963,1963,3,14,1963-3-14,0.07,E311,UCSB
200,1963,1963,3,16,1963-3-16,1.91,E311,UCSB
200,1963,1963,3,22,1963-3-22,0.42,E311,UCSB
200,1963,1963,3,23,1963-3-23,0.01,E311,UCSB
200,1963,1963,3,27,1963-3-27,0.06,E311,UCSB
200,1963,1963,3,28,1963-3-28,1.19,E311,UCSB
200,1963,1963,4,7,1963-4-7,0.06,E311,UCSB
200,1963,1963,4,13,1963-4-13,0.01,E311,UCSB
200,1963,1963,4,14,1963-4-14,1.26,E311,UCSB
200,1963,1963,4,15,1963-4-15,0.06,E311,UCSB
200,1963,1963,4,19,1963-4-19,0.01,E311,UCSB
200,1963,1963,4,20,1963-4-20,0.15,E311,UCSB
200,1963,1963,4,25,1963-4-25,0.81,E311,UCSB
200,1963,1963,4,26,1963-4-26,0.38,E311,UCSB
200,1963,1963,5,8,1963-5-8,0.19,E311,UCSB
200,1963,1963,5,9,1963-5-9,0.07,E311,UCSB
200,1963,1963,6,10,1963-6-10,0.02,E311,UCSB
200,1963,1963,6,11,1963-6-11,0.25,E311,UCSB
200,1963,1963,6,12,1963-6-12,0.04,E311,UCSB
200,1963,1963,8,8,1963-8-8,0.18,E311,UCSB
200,1964,1963,9,4,1963-9-4,0.33,E311,UCSB
200,1964,1963,9,6,1963-9-6,0.02,E311,UCSB
200,1964,1963,9,18,1963-9-18,0.23,E311,UCSB
200,1964,1963,9,19,1963-9-19,0.34,E311,UCSB
200,1964,1963,10,2,1963-10-2,0.03,E311,UCSB
200,1964,1963,10,4,1963-10-4,0.08,E311,UCSB
200,1964,1963,10,11,1963-10-11,0.2,E311,UCSB
200,1964,1963,10,15,1963-10-15,0.57,E311,UCSB
200,1964,1963,10,16,1963-10-16,0.12,E311,UCSB
200,1964,1963,11,6,1963-11-6,0.79,E311,UCSB
200,1964,1963,11,14,1963-11-14,0.25,E311,UCSB
200,1964,1963,11,15,1963-11-15,0.29,E311,UCSB
200,1964,1963,11,19,1963-11-19,1.6,E311,UCSB
200,1964,1963,11,20,1963-11-20,0.1,E311,UCSB
200,1964,1964,1,18,1964-1-18,0.04,E311,UCSB
200,1964,1964,1,20,1964-1-20,0.39,E311,UCSB
200,1964,1964,1,21,1964-1-21,0.79,E311,UCSB
200,1964,1964,1,22,1964-1-22,0.22,E311,UCSB
200,1964,1964,1,26,1964-1-26,0.05,E311,UCSB
200,1964,1964,3,2,1964-3-2,0.15,E311,UCSB
200,1964,1964,3,12,1964-3-12,0.29,E311,UCSB
200,1964,1964,3,22,1964-3-22,1.13,E311,UCSB
200,1964,1964,3,23,1964-3-23,0.02,E311,UCSB
200,1964,1964,3,24,1964-3-24,0.05,E311,UCSB
200,1964,1964,3,31,1964-3-31,0.95,E311,UCSB
200,1964,1964,4,1,1964-4-1,0.05,E311,UCSB
200,1964,1964,4,28,1964-4-28,0.05,E311,UCSB
200,1964,1964,5,4,1964-5-4,0.03,E311,UCSB
200,1964,1964,5,6,1964-5-6,0.03,E311,UCSB
200,1964,1964,6,8,1964-6-8,0.03,E311,UCSB
200,1964,1964,8,4,1964-8-4,0.01,E311,UCSB
200,1965,1964,10,27,1964-10-27,0.35,E311,UCSB
200,1965,1964,10,28,1964-10-28,0.43,E311,UCSB
200,1965,1964,10,29,1964-10-29,0.22,E311,UCSB
200,1965,1964,11,7,1964-11-7,0.12,E311,UCSB
200,1965,1964,11,8,1964-11-8,0.2,E311,UCSB
200,1965,1964,11,9,1964-11-9,0.48,E311,UCSB
200,1965,1964,11,10,1964-11-10,1.19,E311,UCSB
200,1965,1964,11,11,1964-11-11,0.13,E311,UCSB
200,1965,1964,11,12,1964-11-12,0.08,E311,UCSB
200,1965,1964,11,17,1964-11-17,0.03,E311,UCSB
200,1965,1964,12,18,1964-12-18,0.02,E311,UCSB
200,1965,1964,12,19,1964-12-19,1.75,E311,UCSB
